Model,Cited Reference Count,"Times Cited, All Databases",Publication Year
AlexNet,9,1,2020
AlexNet,6,0,2020
AlexNet,24,0,2020
AlexNet,17,1,2020
AlexNet,10,0,2020
AlexNet,12,0,2020
AlexNet,26,0,2020
AlexNet,24,2,2020
AlexNet,21,0,2020
AlexNet,15,3,2020
AlexNet,13,0,2020
AlexNet,20,2,2020
AlexNet,5,0,2020
AlexNet,23,1,2020
AlexNet,18,3,2020
AlexNet,10,0,2020
AlexNet,6,1,2020
AlexNet,11,0,2020
AlexNet,14,0,2020
AlexNet,10,0,2020
AlexNet,25,1,2020
AlexNet,24,4,2020
AlexNet,12,6,2020
AlexNet,15,0,2020
AlexNet,20,6,2020
AlexNet,39,0,2020
AlexNet,20,2,2020
AlexNet,7,1,2020
AlexNet,52,0,2020
AlexNet,38,0,2020
AlexNet,25,4,2020
AlexNet,14,0,2020
AlexNet,17,5,2020
AlexNet,17,8,2020
AlexNet,37,2,2020
AlexNet,25,0,2020
AlexNet,6,0,2020
AlexNet,10,0,2020
AlexNet,10,7,2020
AlexNet,22,6,2020
AlexNet,17,2,2020
AlexNet,20,0,2020
AlexNet,18,2,2020
AlexNet,11,0,2020
AlexNet,14,5,2020
AlexNet,14,2,2020
AlexNet,13,0,2020
AlexNet,15,0,2020
AlexNet,19,1,2020
AlexNet,4,1,2020
AlexNet,18,0,2020
AlexNet,19,5,2020
AlexNet,21,2,2020
AlexNet,12,3,2020
AlexNet,14,6,2020
AlexNet,10,2,2020
AlexNet,24,22,2020
AlexNet,17,6,2020
AlexNet,19,3,2020
AlexNet,30,2,2020
AlexNet,13,0,2020
AlexNet,24,0,2020
AlexNet,19,2,2020
AlexNet,18,0,2020
AlexNet,8,0,2020
AlexNet,39,2,2020
AlexNet,19,0,2020
AlexNet,24,1,2020
AlexNet,22,8,2020
AlexNet,20,0,2020
AlexNet,14,0,2020
AlexNet,13,0,2020
AlexNet,51,6,2020
AlexNet,40,5,2020
AlexNet,23,2,2020
AlexNet,30,0,2020
AlexNet,25,0,2020
AlexNet,17,0,2020
AlexNet,10,2,2020
AlexNet,31,6,2020
AlexNet,47,1,2020
AlexNet,16,1,2020
AlexNet,19,3,2020
AlexNet,18,0,2020
AlexNet,22,7,2020
AlexNet,29,3,2020
AlexNet,16,0,2020
AlexNet,26,1,2020
AlexNet,22,1,2020
AlexNet,7,0,2020
AlexNet,13,0,2020
AlexNet,29,1,2020
AlexNet,36,19,2020
AlexNet,37,5,2020
AlexNet,26,0,2020
AlexNet,41,20,2020
AlexNet,12,11,2020
AlexNet,45,3,2020
AlexNet,23,1,2020
AlexNet,61,70,2020
AlexNet,33,8,2020
AlexNet,39,8,2020
AlexNet,64,7,2020
AlexNet,41,2,2020
AlexNet,10,2,2020
AlexNet,22,0,2020
AlexNet,44,7,2020
AlexNet,78,21,2020
AlexNet,14,2,2020
AlexNet,14,3,2020
AlexNet,39,4,2020
AlexNet,15,0,2020
AlexNet,45,13,2020
AlexNet,49,4,2020
AlexNet,46,5,2020
AlexNet,37,6,2020
AlexNet,46,2,2020
AlexNet,62,14,2020
AlexNet,34,2,2020
AlexNet,25,9,2020
AlexNet,43,18,2020
AlexNet,41,5,2020
AlexNet,32,9,2020
AlexNet,35,7,2020
AlexNet,13,0,2020
AlexNet,17,0,2020
AlexNet,24,5,2020
AlexNet,36,22,2020
AlexNet,22,0,2020
AlexNet,31,3,2020
AlexNet,43,6,2020
AlexNet,55,7,2020
AlexNet,19,0,2020
AlexNet,29,9,2020
AlexNet,43,6,2020
AlexNet,85,9,2020
AlexNet,11,0,2020
AlexNet,46,2,2020
AlexNet,22,6,2020
AlexNet,53,3,2020
AlexNet,41,9,2020
AlexNet,17,1,2020
AlexNet,33,2,2020
AlexNet,20,2,2020
AlexNet,18,1,2020
AlexNet,65,9,2020
AlexNet,162,7,2020
AlexNet,62,8,2020
AlexNet,67,5,2020
AlexNet,53,28,2020
AlexNet,58,44,2020
AlexNet,74,23,2020
AlexNet,17,24,2020
AlexNet,59,8,2020
AlexNet,40,15,2020
AlexNet,36,35,2020
AlexNet,26,1,2020
AlexNet,44,6,2020
AlexNet,28,19,2020
AlexNet,33,5,2020
AlexNet,82,6,2020
AlexNet,28,7,2020
AlexNet,57,14,2020
AlexNet,20,7,2020
AlexNet,34,4,2020
AlexNet,18,0,2020
AlexNet,51,20,2020
AlexNet,45,1,2020
AlexNet,25,34,2020
AlexNet,59,24,2020
AlexNet,36,9,2020
AlexNet,28,7,2020
AlexNet,21,1,2020
AlexNet,52,58,2020
AlexNet,17,20,2020
AlexNet,43,19,2020
AlexNet,35,33,2020
AlexNet,37,25,2020
AlexNet,40,16,2020
AlexNet,49,9,2020
AlexNet,28,19,2020
AlexNet,40,111,2020
AlexNet,81,22,2020
AlexNet,19,4,2020
AlexNet,28,0,2020
AlexNet,17,2,2020
AlexNet,13,0,2020
AlexNet,17,0,2020
AlexNet,30,0,2020
AlexNet,59,11,2020
AlexNet,29,3,2020
AlexNet,29,0,2020
AlexNet,35,2,2020
AlexNet,34,3,2020
AlexNet,20,0,2020
AlexNet,22,0,2020
AlexNet,24,0,2020
AlexNet,26,0,2020
AlexNet,8,0,2020
AlexNet,19,0,2020
AlexNet,30,4,2020
AlexNet,38,1,2020
AlexNet,37,0,2020
AlexNet,20,0,2020
AlexNet,23,5,2020
AlexNet,31,0,2020
AlexNet,25,1,2020
AlexNet,45,0,2020
AlexNet,40,5,2020
AlexNet,42,5,2020
AlexNet,33,7,2020
AlexNet,22,0,2020
AlexNet,59,16,2020
AlexNet,34,9,2020
AlexNet,43,47,2020
AlexNet,25,1,2020
AlexNet,43,12,2020
AlexNet,30,15,2020
AlexNet,42,2,2020
AlexNet,40,41,2020
AlexNet,35,6,2020
AlexNet,25,108,2020
AlexNet,28,6,2020
AlexNet,33,54,2020
AlexNet,9,1,2020
AlexNet,24,0,2020
AlexNet,27,3,2020
AlexNet,61,28,2020
AlexNet,24,4,2020
AlexNet,26,8,2020
AlexNet,30,33,2020
AlexNet,36,19,2020
AlexNet,30,40,2020
AlexNet,26,1,2020
AlexNet,42,66,2020
AlexNet,30,26,2020
AlexNet,15,61,2020
AlexNet,71,48,2020
AlexNet,48,32,2020
AlexNet,47,26,2020
AlexNet,36,26,2020
AlexNet,21,2,2020
AlexNet,33,47,2020
AlexNet,30,2,2020
AlexNet,47,5,2020
AlexNet,44,7,2020
AlexNet,31,4,2020
AlexNet,36,11,2020
AlexNet,33,12,2020
AlexNet,21,5,2020
AlexNet,71,24,2020
AlexNet,28,17,2020
AlexNet,70,50,2020
AlexNet,83,11,2020
AlexNet,18,5,2020
AlexNet,55,8,2020
AlexNet,43,37,2020
AlexNet,57,26,2020
AlexNet,27,18,2020
AlexNet,34,6,2020
AlexNet,32,7,2020
AlexNet,16,5,2020
AlexNet,10,4,2020
AlexNet,20,2,2020
AlexNet,20,0,2020
AlexNet,28,1,2020
AlexNet,82,54,2022
AlexNet,34,11,2020
AlexNet,27,6,2020
AlexNet,24,12,2020
AlexNet,30,3,2020
AlexNet,27,2,2022
AlexNet,37,16,2020
AlexNet,48,14,2020
AlexNet,64,53,2020
AlexNet,44,7,2020
AlexNet,110,8,2020
AlexNet,63,5,2020
AlexNet,29,4,2020
AlexNet,63,189,2020
AlexNet,14,2,2020
AlexNet,43,3,2020
AlexNet,52,15,2020
AlexNet,30,4,2020
AlexNet,77,15,2020
AlexNet,43,7,2020
AlexNet,32,15,2020
AlexNet,42,36,2020
AlexNet,45,20,2020
AlexNet,9,10,2020
AlexNet,56,41,2020
AlexNet,34,5,2020
AlexNet,39,25,2020
AlexNet,31,14,2020
AlexNet,59,13,2020
AlexNet,23,15,2020
AlexNet,29,6,2020
AlexNet,26,24,2020
AlexNet,50,112,2020
AlexNet,50,4,2020
AlexNet,50,20,2020
AlexNet,39,12,2020
AlexNet,55,15,2020
AlexNet,38,12,2020
AlexNet,37,9,2020
AlexNet,19,8,2020
AlexNet,46,16,2020
AlexNet,38,0,2020
AlexNet,72,6,2020
AlexNet,16,0,2020
AlexNet,26,15,2020
AlexNet,51,30,2020
AlexNet,31,2,2020
AlexNet,35,2,2020
AlexNet,45,11,2020
AlexNet,30,8,2020
AlexNet,54,99,2020
AlexNet,43,6,2020
AlexNet,53,1,2020
AlexNet,34,47,2020
AlexNet,61,49,2020
AlexNet,47,7,2020
AlexNet,31,10,2020
AlexNet,33,17,2020
AlexNet,51,39,2020
AlexNet,53,1,2020
AlexNet,49,31,2020
AlexNet,33,10,2021
AlexNet,65,34,2022
AlexNet,41,6,2020
AlexNet,30,13,2020
AlexNet,35,7,2020
AlexNet,49,21,2020
AlexNet,18,3,2020
AlexNet,43,1,2020
AlexNet,25,7,2020
AlexNet,20,0,2020
AlexNet,23,1,2020
AlexNet,25,4,2020
AlexNet,26,18,2020
AlexNet,37,25,2020
AlexNet,45,3,2020
AlexNet,31,8,2020
AlexNet,52,4,2020
AlexNet,44,15,2020
AlexNet,49,15,2020
AlexNet,39,292,2020
AlexNet,34,19,2020
AlexNet,34,2,2020
AlexNet,33,15,2020
AlexNet,37,62,2020
AlexNet,46,12,2020
AlexNet,60,42,2020
AlexNet,63,11,2020
AlexNet,48,2,2020
AlexNet,40,17,2020
AlexNet,34,6,2020
AlexNet,26,42,2020
AlexNet,28,57,2020
AlexNet,45,28,2020
AlexNet,34,35,2020
AlexNet,40,10,2020
AlexNet,33,8,2020
AlexNet,18,14,2021
AlexNet,36,22,2021
AlexNet,24,14,2020
AlexNet,33,32,2021
AlexNet,64,3,2020
AlexNet,38,13,2021
AlexNet,25,4,2020
AlexNet,39,37,2020
AlexNet,71,9,2020
AlexNet,51,0,2020
AlexNet,24,4,2020
AlexNet,52,0,2020
AlexNet,23,3,2020
AlexNet,29,7,2020
AlexNet,52,6,2020
AlexNet,23,5,2020
AlexNet,80,15,2020
AlexNet,62,48,2020
AlexNet,26,2,2020
AlexNet,80,58,2020
AlexNet,33,8,2020
AlexNet,27,4,2020
AlexNet,47,2,2020
AlexNet,50,29,2020
AlexNet,33,7,2020
AlexNet,12,9,2020
AlexNet,24,43,2020
AlexNet,48,15,2020
AlexNet,25,20,2020
AlexNet,38,3,2020
AlexNet,67,18,2020
AlexNet,32,7,2020
AlexNet,34,31,2020
AlexNet,53,5,2020
AlexNet,9,1,2021
AlexNet,29,5,2020
AlexNet,39,0,2020
AlexNet,32,3,2020
AlexNet,18,5,2021
AlexNet,27,10,2020
AlexNet,21,19,2020
AlexNet,24,28,2021
AlexNet,27,2,2020
AlexNet,47,13,2020
AlexNet,31,8,2020
AlexNet,1,5,2020
AlexNet,42,0,2020
AlexNet,17,0,2020
AlexNet,49,30,2020
AlexNet,43,9,2020
AlexNet,49,3,2020
AlexNet,35,4,2020
AlexNet,31,7,2020
AlexNet,71,73,2020
AlexNet,49,11,2020
AlexNet,50,22,2020
AlexNet,30,20,2020
AlexNet,36,3,2020
AlexNet,16,2,2020
AlexNet,63,61,2020
AlexNet,58,40,2020
AlexNet,45,15,2020
AlexNet,62,4,2020
AlexNet,23,12,2020
AlexNet,46,14,2020
AlexNet,36,18,2020
AlexNet,64,2,2020
AlexNet,50,9,2020
AlexNet,32,6,2020
AlexNet,37,14,2020
AlexNet,45,4,2021
AlexNet,31,9,2020
AlexNet,28,6,2020
AlexNet,45,3,2020
AlexNet,26,2,2020
AlexNet,51,4,2020
AlexNet,16,2,2020
AlexNet,10,1,2020
AlexNet,33,6,2020
AlexNet,45,6,2020
AlexNet,131,83,2020
AlexNet,0,2,2020
AlexNet,75,11,2020
AlexNet,32,22,2020
AlexNet,30,9,2020
AlexNet,49,5,2020
AlexNet,43,15,2020
AlexNet,65,5,2020
AlexNet,35,0,2020
AlexNet,73,6,2020
AlexNet,56,8,2020
AlexNet,53,24,2020
AlexNet,41,32,2020
AlexNet,77,27,2020
AlexNet,50,32,2020
AlexNet,29,8,2020
AlexNet,51,145,2020
AlexNet,54,0,2021
AlexNet,19,6,2020
AlexNet,64,25,2020
AlexNet,40,4,2020
AlexNet,32,1,2021
AlexNet,57,27,2021
AlexNet,30,20,2021
AlexNet,38,18,2021
AlexNet,43,66,2021
AlexNet,25,3,2020
AlexNet,37,1,2021
AlexNet,68,2,2021
AlexNet,30,0,2020
AlexNet,39,8,2020
AlexNet,21,0,2020
AlexNet,44,9,2020
AlexNet,46,10,2020
AlexNet,36,6,2020
AlexNet,27,2,2020
AlexNet,31,6,2020
AlexNet,44,8,2020
AlexNet,55,11,2020
AlexNet,42,4,2020
AlexNet,51,10,2020
AlexNet,23,0,2020
AlexNet,24,3,2020
AlexNet,40,6,2020
AlexNet,70,9,2020
AlexNet,24,8,2020
AlexNet,45,4,2020
AlexNet,20,21,2020
AlexNet,18,0,2020
AlexNet,58,9,2020
AlexNet,33,0,2020
AlexNet,37,0,2020
AlexNet,55,1,2020
AlexNet,50,5,2020
AlexNet,65,8,2020
AlexNet,35,4,2022
AlexNet,26,8,2021
AlexNet,45,29,2021
AlexNet,17,4,2020
AlexNet,32,11,2020
AlexNet,26,9,2021
AlexNet,58,4,2021
AlexNet,29,6,2020
AlexNet,28,0,2020
AlexNet,69,18,2021
AlexNet,19,0,2020
AlexNet,33,4,2020
AlexNet,20,1,2020
AlexNet,30,5,2020
AlexNet,38,38,2020
AlexNet,31,2,2020
AlexNet,42,11,2020
AlexNet,40,4,2020
AlexNet,56,23,2020
AlexNet,28,0,2020
AlexNet,45,9,2020
AlexNet,55,11,2020
AlexNet,39,1,2020
AlexNet,36,1,2020
AlexNet,37,0,2020
AlexNet,35,1,2020
AlexNet,65,12,2020
AlexNet,58,17,2020
AlexNet,58,13,2020
AlexNet,59,12,2020
AlexNet,46,28,2020
AlexNet,42,3,2020
AlexNet,41,4,2020
AlexNet,31,11,2021
AlexNet,24,1,2020
AlexNet,31,3,2021
AlexNet,76,7,2020
AlexNet,42,5,2021
AlexNet,70,1,2020
AlexNet,26,1,2021
AlexNet,49,3,2021
AlexNet,33,16,2020
AlexNet,21,1,2020
AlexNet,79,3,2021
AlexNet,61,3,2021
AlexNet,26,5,2021
AlexNet,29,18,2020
AlexNet,41,1,2020
AlexNet,34,0,2020
AlexNet,45,26,2021
AlexNet,21,2,2020
AlexNet,30,1,2020
AlexNet,19,0,2020
AlexNet,31,3,2020
AlexNet,25,2,2020
AlexNet,36,1,2020
AlexNet,58,25,2020
AlexNet,42,6,2020
AlexNet,57,5,2020
AlexNet,60,3,2020
AlexNet,68,12,2020
AlexNet,29,2,2020
AlexNet,53,29,2020
AlexNet,37,6,2020
AlexNet,34,6,2020
AlexNet,33,6,2020
AlexNet,18,2,2020
AlexNet,40,3,2020
AlexNet,28,1,2020
AlexNet,42,5,2020
AlexNet,33,5,2020
AlexNet,21,0,2020
AlexNet,45,7,2020
AlexNet,29,5,2022
AlexNet,33,2,2020
AlexNet,60,15,2020
AlexNet,26,1,2020
AlexNet,34,1,2020
AlexNet,38,1,2020
AlexNet,53,0,2020
AlexNet,16,0,2021
AlexNet,5,0,2021
AlexNet,24,0,2021
AlexNet,23,1,2021
AlexNet,19,0,2021
AlexNet,45,0,2021
AlexNet,17,0,2021
AlexNet,30,0,2021
AlexNet,18,0,2021
AlexNet,11,0,2021
AlexNet,11,0,2021
AlexNet,35,0,2021
AlexNet,71,5,2021
AlexNet,22,0,2021
AlexNet,17,0,2021
AlexNet,11,0,2021
AlexNet,40,0,2021
AlexNet,25,1,2021
AlexNet,21,1,2021
AlexNet,23,1,2021
AlexNet,13,0,2021
AlexNet,24,0,2021
AlexNet,44,0,2021
AlexNet,15,0,2021
AlexNet,15,0,2021
AlexNet,18,1,2021
AlexNet,10,0,2021
AlexNet,24,2,2021
AlexNet,26,0,2021
AlexNet,18,0,2021
AlexNet,20,0,2021
AlexNet,43,2,2021
AlexNet,16,0,2021
AlexNet,20,0,2021
AlexNet,17,0,2021
AlexNet,45,0,2021
AlexNet,62,0,2021
AlexNet,71,1,2021
AlexNet,25,0,2021
AlexNet,25,0,2021
AlexNet,38,0,2021
AlexNet,113,0,2021
AlexNet,27,0,2021
AlexNet,27,0,2021
AlexNet,7,0,2021
AlexNet,16,0,2021
AlexNet,13,0,2021
AlexNet,30,0,2021
AlexNet,24,0,2021
AlexNet,12,0,2021
AlexNet,32,1,2021
AlexNet,18,3,2021
AlexNet,28,0,2021
AlexNet,18,0,2021
AlexNet,22,0,2021
AlexNet,27,0,2021
AlexNet,20,1,2021
AlexNet,20,0,2021
AlexNet,12,0,2021
AlexNet,14,0,2021
AlexNet,15,0,2021
AlexNet,13,1,2021
AlexNet,27,0,2021
AlexNet,37,0,2021
AlexNet,28,0,2021
AlexNet,37,0,2021
AlexNet,30,0,2021
AlexNet,18,0,2021
AlexNet,34,0,2021
AlexNet,26,0,2021
AlexNet,19,1,2021
AlexNet,24,0,2021
AlexNet,25,0,2021
AlexNet,30,0,2021
AlexNet,20,0,2021
AlexNet,29,0,2021
AlexNet,49,0,2021
AlexNet,25,0,2021
AlexNet,24,1,2021
AlexNet,23,0,2021
AlexNet,27,2,2021
AlexNet,23,0,2021
AlexNet,15,0,2021
AlexNet,26,0,2021
AlexNet,16,0,2021
AlexNet,18,132,2021
AlexNet,33,1,2021
AlexNet,28,0,2021
AlexNet,30,3,2021
AlexNet,51,16,2021
AlexNet,26,0,2021
AlexNet,33,0,2021
AlexNet,69,10,2021
AlexNet,34,0,2021
AlexNet,48,0,2021
AlexNet,37,1,2021
AlexNet,24,0,2021
AlexNet,24,0,2021
AlexNet,30,0,2021
AlexNet,16,0,2021
AlexNet,29,8,2021
AlexNet,41,3,2021
AlexNet,74,4,2021
AlexNet,26,0,2021
AlexNet,30,1,2021
AlexNet,47,0,2021
AlexNet,15,0,2021
AlexNet,46,2,2021
AlexNet,50,0,2021
AlexNet,53,1,2021
AlexNet,56,1,2021
AlexNet,48,0,2021
AlexNet,57,1,2021
AlexNet,26,0,2021
AlexNet,16,0,2021
AlexNet,38,3,2021
AlexNet,42,1,2021
AlexNet,21,0,2021
AlexNet,24,0,2021
AlexNet,26,0,2021
AlexNet,11,0,2021
AlexNet,14,2,2021
AlexNet,25,0,2021
AlexNet,9,0,2021
AlexNet,11,0,2021
AlexNet,9,0,2021
AlexNet,59,2,2021
AlexNet,44,11,2021
AlexNet,19,0,2021
AlexNet,27,0,2021
AlexNet,23,0,2021
AlexNet,14,0,2021
AlexNet,73,0,2021
AlexNet,46,0,2021
AlexNet,41,1,2021
AlexNet,32,0,2021
AlexNet,33,0,2021
AlexNet,12,0,2021
AlexNet,54,2,2021
AlexNet,27,0,2021
AlexNet,21,0,2021
AlexNet,133,2,2021
AlexNet,0,2,2021
AlexNet,29,1,2021
AlexNet,33,1,2021
AlexNet,61,2,2021
AlexNet,60,4,2021
AlexNet,28,2,2021
AlexNet,29,2,2021
AlexNet,30,0,2021
AlexNet,43,1,2021
AlexNet,43,0,2021
AlexNet,25,0,2021
AlexNet,32,0,2021
AlexNet,17,0,2021
AlexNet,28,0,2021
AlexNet,33,0,2021
AlexNet,42,1,2021
AlexNet,3,0,2021
AlexNet,24,0,2021
AlexNet,20,0,2021
AlexNet,10,4,2021
AlexNet,14,0,2021
AlexNet,27,1,2021
AlexNet,16,0,2021
AlexNet,26,1,2021
AlexNet,25,0,2021
AlexNet,34,2,2021
AlexNet,28,1,2021
AlexNet,20,2,2021
AlexNet,13,0,2021
AlexNet,175,3,2021
AlexNet,43,0,2021
AlexNet,37,0,2021
AlexNet,17,0,2021
AlexNet,62,2,2021
AlexNet,27,16,2021
AlexNet,70,0,2021
AlexNet,27,0,2021
AlexNet,72,1,2021
AlexNet,33,5,2021
AlexNet,23,0,2021
AlexNet,15,0,2021
AlexNet,9,0,2021
AlexNet,61,7,2021
AlexNet,53,0,2021
AlexNet,31,0,2021
AlexNet,20,0,2021
AlexNet,18,2,2021
AlexNet,15,0,2021
AlexNet,30,0,2021
AlexNet,24,1,2021
AlexNet,7,0,2021
AlexNet,34,0,2021
AlexNet,30,0,2021
AlexNet,27,5,2021
AlexNet,63,0,2021
AlexNet,33,1,2021
AlexNet,64,0,2021
AlexNet,34,0,2021
AlexNet,9,0,2021
AlexNet,23,0,2021
AlexNet,12,0,2021
AlexNet,90,4,2021
AlexNet,49,3,2021
AlexNet,42,1,2021
AlexNet,47,0,2021
AlexNet,13,0,2021
AlexNet,42,0,2021
AlexNet,39,2,2021
AlexNet,50,0,2021
AlexNet,42,3,2021
AlexNet,18,0,2021
AlexNet,91,4,2021
AlexNet,56,10,2021
AlexNet,39,2,2021
AlexNet,39,3,2021
AlexNet,41,1,2021
AlexNet,24,2,2021
AlexNet,18,1,2021
AlexNet,31,2,2021
AlexNet,9,2,2021
AlexNet,38,4,2021
AlexNet,25,1,2021
AlexNet,54,9,2021
AlexNet,57,0,2021
AlexNet,46,0,2021
AlexNet,56,3,2021
AlexNet,33,0,2021
AlexNet,29,0,2021
AlexNet,34,0,2021
AlexNet,20,1,2021
AlexNet,30,2,2021
AlexNet,34,14,2021
AlexNet,15,31,2021
AlexNet,41,4,2021
AlexNet,33,1,2021
AlexNet,40,9,2021
AlexNet,33,0,2021
AlexNet,161,6,2021
AlexNet,75,6,2021
AlexNet,36,4,2021
AlexNet,35,7,2021
AlexNet,32,0,2021
AlexNet,59,7,2021
AlexNet,25,10,2021
AlexNet,45,1,2021
AlexNet,40,5,2021
AlexNet,50,4,2021
AlexNet,23,1,2021
AlexNet,11,2,2021
AlexNet,59,13,2021
AlexNet,82,39,2021
AlexNet,25,2,2021
AlexNet,54,13,2021
AlexNet,27,17,2021
AlexNet,38,15,2021
AlexNet,63,3,2021
AlexNet,28,1,2021
AlexNet,72,8,2021
AlexNet,144,64,2021
AlexNet,46,18,2021
AlexNet,48,2,2021
AlexNet,71,98,2021
AlexNet,33,74,2021
AlexNet,37,10,2021
AlexNet,42,5,2021
AlexNet,41,22,2021
AlexNet,39,15,2021
AlexNet,42,21,2021
AlexNet,43,12,2021
AlexNet,37,15,2021
AlexNet,30,4,2021
AlexNet,53,6,2021
AlexNet,52,3,2021
AlexNet,46,4,2021
AlexNet,38,5,2021
AlexNet,78,1,2022
AlexNet,20,1,2021
AlexNet,34,21,2021
AlexNet,95,9,2021
AlexNet,39,23,2022
AlexNet,37,55,2021
AlexNet,38,26,2021
AlexNet,41,3,2021
AlexNet,25,3,2021
AlexNet,20,2,2021
AlexNet,60,16,2021
AlexNet,49,3,2021
AlexNet,59,1,2021
AlexNet,24,52,2021
AlexNet,20,2,2021
AlexNet,27,3,2021
AlexNet,25,7,2021
AlexNet,37,12,2021
AlexNet,53,16,2022
AlexNet,36,9,2021
AlexNet,41,14,2021
AlexNet,22,6,2021
AlexNet,32,7,2021
AlexNet,51,0,2021
AlexNet,52,5,2021
AlexNet,57,2,2021
AlexNet,25,6,2021
AlexNet,58,11,2021
AlexNet,26,1,2021
AlexNet,63,4,2021
AlexNet,22,0,2021
AlexNet,36,5,2021
AlexNet,38,11,2021
AlexNet,40,2,2021
AlexNet,42,8,2021
AlexNet,41,17,2021
AlexNet,41,3,2021
AlexNet,17,3,2021
AlexNet,36,6,2021
AlexNet,44,5,2021
AlexNet,31,12,2021
AlexNet,33,42,2021
AlexNet,46,94,2021
AlexNet,31,11,2021
AlexNet,37,17,2021
AlexNet,62,4,2021
AlexNet,37,8,2021
AlexNet,29,0,2021
AlexNet,29,0,2021
AlexNet,76,23,2021
AlexNet,34,1,2021
AlexNet,48,28,2021
AlexNet,28,6,2021
AlexNet,26,4,2021
AlexNet,70,6,2022
AlexNet,50,6,2021
AlexNet,46,7,2021
AlexNet,49,6,2021
AlexNet,69,9,2021
AlexNet,33,53,2021
AlexNet,26,17,2021
AlexNet,57,11,2021
AlexNet,70,5,2021
AlexNet,15,1,2021
AlexNet,47,0,2021
AlexNet,32,3,2021
AlexNet,24,4,2021
AlexNet,44,3,2021
AlexNet,12,0,2021
AlexNet,50,12,2021
AlexNet,0,0,2021
AlexNet,36,12,2021
AlexNet,29,2,2021
AlexNet,48,25,2021
AlexNet,75,1,2022
AlexNet,21,0,2021
AlexNet,53,7,2021
AlexNet,28,0,2021
AlexNet,28,18,2021
AlexNet,17,0,2021
AlexNet,55,1,2021
AlexNet,30,8,2021
AlexNet,49,2,2021
AlexNet,25,1,2021
AlexNet,33,5,2021
AlexNet,50,7,2021
AlexNet,31,1,2021
AlexNet,50,1,2021
AlexNet,23,2,2021
AlexNet,31,0,2021
AlexNet,30,2,2021
AlexNet,53,20,2021
AlexNet,41,36,2021
AlexNet,29,1,2021
AlexNet,55,6,2022
AlexNet,30,2,2021
AlexNet,27,3,2021
AlexNet,74,3,2022
AlexNet,26,1,2021
AlexNet,41,5,2021
AlexNet,40,2,2021
AlexNet,51,19,2021
AlexNet,28,4,2021
AlexNet,44,2,2021
AlexNet,31,5,2021
AlexNet,19,5,2021
AlexNet,40,7,2021
AlexNet,26,2,2021
AlexNet,67,4,2022
AlexNet,50,0,2021
AlexNet,42,48,2021
AlexNet,37,0,2021
AlexNet,48,8,2021
AlexNet,33,1,2021
AlexNet,24,2,2022
AlexNet,48,1,2021
AlexNet,28,9,2021
AlexNet,47,4,2021
AlexNet,28,7,2021
AlexNet,20,1,2021
AlexNet,31,2,2021
AlexNet,40,3,2021
AlexNet,336,291,2021
AlexNet,27,5,2021
AlexNet,33,0,2021
AlexNet,21,1,2021
AlexNet,39,6,2021
AlexNet,28,0,2021
AlexNet,32,0,2021
AlexNet,32,6,2021
AlexNet,49,7,2021
AlexNet,41,0,2021
AlexNet,48,4,2021
AlexNet,50,6,2021
AlexNet,55,5,2021
AlexNet,35,6,2021
AlexNet,34,5,2021
AlexNet,36,1,2021
AlexNet,32,3,2021
AlexNet,19,1,2021
AlexNet,54,5,2021
AlexNet,37,3,2021
AlexNet,67,0,2021
AlexNet,54,1,2021
AlexNet,50,2,2021
AlexNet,41,2,2021
AlexNet,40,29,2021
AlexNet,44,22,2021
AlexNet,74,18,2021
AlexNet,63,6,2021
AlexNet,50,4,2021
AlexNet,44,7,2021
AlexNet,50,1,2021
AlexNet,60,2,2021
AlexNet,31,0,2021
AlexNet,40,0,2021
AlexNet,33,9,2021
AlexNet,77,2,2021
AlexNet,24,1,2021
AlexNet,78,0,2021
AlexNet,24,3,2021
AlexNet,56,9,2021
AlexNet,57,1,2021
AlexNet,39,1,2021
AlexNet,8,1,2021
AlexNet,13,0,2021
AlexNet,68,4,2021
AlexNet,37,2,2021
AlexNet,22,1,2021
AlexNet,28,2,2021
AlexNet,34,10,2022
AlexNet,39,12,2021
AlexNet,62,2,2021
AlexNet,60,6,2021
AlexNet,37,17,2021
AlexNet,48,4,2021
AlexNet,174,24,2021
AlexNet,45,5,2021
AlexNet,27,3,2021
AlexNet,63,0,2022
AlexNet,34,5,2021
AlexNet,50,5,2022
AlexNet,103,8,2021
AlexNet,34,3,2021
AlexNet,46,8,2021
AlexNet,37,1,2021
AlexNet,58,11,2021
AlexNet,37,3,2021
AlexNet,49,2,2021
AlexNet,31,6,2021
AlexNet,32,5,2021
AlexNet,76,1,2021
AlexNet,47,1,2021
AlexNet,45,7,2021
AlexNet,33,0,2022
AlexNet,19,1,2022
AlexNet,30,0,2021
AlexNet,40,5,2021
AlexNet,20,3,2021
AlexNet,33,2,2021
AlexNet,38,0,2021
AlexNet,22,1,2021
AlexNet,41,2,2021
AlexNet,51,0,2021
AlexNet,4,2,2021
AlexNet,25,1,2021
AlexNet,59,10,2021
AlexNet,44,10,2021
AlexNet,41,5,2021
AlexNet,39,0,2021
AlexNet,38,3,2021
AlexNet,47,3,2021
AlexNet,34,3,2021
AlexNet,67,7,2021
AlexNet,71,4,2021
AlexNet,55,2,2021
AlexNet,53,0,2021
AlexNet,45,6,2021
AlexNet,17,0,2021
